time_iso8601,stars_cumulative
2017-12-08 00:00:00+00:00,97
2017-12-19 00:00:00+00:00,98
2018-01-17 00:00:00+00:00,99
2018-01-20 00:00:00+00:00,100
2018-01-24 00:00:00+00:00,101
2018-02-03 00:00:00+00:00,102
2018-02-06 00:00:00+00:00,103
2018-02-08 00:00:00+00:00,104
2018-03-17 00:00:00+00:00,105
2018-03-31 00:00:00+00:00,106
2018-05-02 00:00:00+00:00,107
2018-05-12 00:00:00+00:00,108
2018-06-03 00:00:00+00:00,109
2018-06-21 00:00:00+00:00,110
2018-06-30 00:00:00+00:00,111
2018-07-01 00:00:00+00:00,112
2018-07-02 00:00:00+00:00,113
2018-07-03 00:00:00+00:00,114
2018-07-04 00:00:00+00:00,115
2018-07-13 00:00:00+00:00,116
2018-07-23 00:00:00+00:00,117
2018-08-01 00:00:00+00:00,118
2018-08-05 00:00:00+00:00,119
2018-09-02 00:00:00+00:00,120
2018-09-24 00:00:00+00:00,121
2018-10-05 00:00:00+00:00,122
2018-10-06 00:00:00+00:00,123
2018-11-07 00:00:00+00:00,124
2018-12-06 00:00:00+00:00,125
2018-12-21 00:00:00+00:00,126
2019-01-05 00:00:00+00:00,127
2019-01-07 00:00:00+00:00,128
2019-01-08 00:00:00+00:00,129
2019-01-10 00:00:00+00:00,130
2019-01-14 00:00:00+00:00,131
2019-02-26 00:00:00+00:00,132
2019-03-04 00:00:00+00:00,133
2019-03-21 00:00:00+00:00,134
2019-03-23 00:00:00+00:00,135
2019-05-16 00:00:00+00:00,136
2019-05-27 00:00:00+00:00,137
2019-05-30 00:00:00+00:00,138
2019-06-18 00:00:00+00:00,139
2019-06-22 00:00:00+00:00,141
2019-06-25 00:00:00+00:00,142
2019-07-09 00:00:00+00:00,143
2019-07-25 00:00:00+00:00,144
2019-08-09 00:00:00+00:00,145
2019-08-22 00:00:00+00:00,146
2019-09-04 00:00:00+00:00,147
2019-09-16 00:00:00+00:00,148
2019-10-06 00:00:00+00:00,149
2019-10-07 00:00:00+00:00,150
2019-10-08 00:00:00+00:00,151
2019-10-10 00:00:00+00:00,152
2019-10-25 00:00:00+00:00,153
2019-11-04 00:00:00+00:00,154
2019-11-13 00:00:00+00:00,155
2019-11-19 00:00:00+00:00,156
2019-11-26 00:00:00+00:00,157
2019-11-28 00:00:00+00:00,158
2019-12-19 00:00:00+00:00,159
2020-01-01 00:00:00+00:00,160
2020-01-25 00:00:00+00:00,161
2020-01-29 00:00:00+00:00,162
2020-03-16 00:00:00+00:00,163
2020-03-18 00:00:00+00:00,164
2020-03-26 00:00:00+00:00,166
2020-04-04 00:00:00+00:00,167
2020-04-12 00:00:00+00:00,168
2020-04-27 00:00:00+00:00,169
2020-05-09 00:00:00+00:00,170
2020-08-11 00:00:00+00:00,171
2020-08-23 00:00:00+00:00,172
2020-08-29 00:00:00+00:00,173
2020-09-07 00:00:00+00:00,174
2020-09-23 00:00:00+00:00,175
2020-09-25 00:00:00+00:00,176
2020-09-30 00:00:00+00:00,177
2020-10-08 00:00:00+00:00,178
2020-10-21 00:00:00+00:00,179
2020-10-29 00:00:00+00:00,180
2020-11-02 00:00:00+00:00,181
2020-11-03 00:00:00+00:00,182
2020-11-22 00:00:00+00:00,183
2020-11-23 00:00:00+00:00,184
2020-12-18 00:00:00+00:00,185
2020-12-24 00:00:00+00:00,186
2021-01-04 00:00:00+00:00,188
2021-01-06 00:00:00+00:00,189
2021-01-11 00:00:00+00:00,190
2021-01-14 00:00:00+00:00,191
2021-01-21 00:00:00+00:00,192
2021-01-22 00:00:00+00:00,193
2021-01-27 00:00:00+00:00,194
2021-01-28 00:00:00+00:00,195
2021-02-03 00:00:00+00:00,196
2021-02-11 00:00:00+00:00,197
2021-02-20 00:00:00+00:00,198
2021-03-24 00:00:00+00:00,199
2021-04-04 00:00:00+00:00,200
2021-04-07 00:00:00+00:00,202
2021-04-12 00:00:00+00:00,203
2021-04-23 00:00:00+00:00,204
2021-04-25 00:00:00+00:00,205
2021-05-17 00:00:00+00:00,206
2021-06-08 00:00:00+00:00,207
2021-06-26 00:00:00+00:00,208
2021-06-30 00:00:00+00:00,209
2021-07-01 00:00:00+00:00,210
2021-07-09 00:00:00+00:00,211
2021-07-15 00:00:00+00:00,212
2021-07-18 00:00:00+00:00,213
2021-07-22 00:00:00+00:00,214
2021-08-30 00:00:00+00:00,216
2021-09-11 00:00:00+00:00,217
2021-09-29 00:00:00+00:00,218
2021-10-12 00:00:00+00:00,219
2021-11-16 00:00:00+00:00,220
2021-12-04 00:00:00+00:00,221
2021-12-15 00:00:00+00:00,222
2022-01-03 00:00:00+00:00,223
2022-01-04 00:00:00+00:00,224
2022-02-02 00:00:00+00:00,225
2022-02-05 00:00:00+00:00,226
2022-02-18 00:00:00+00:00,227
2022-02-22 00:00:00+00:00,228
2022-03-01 00:00:00+00:00,229
2022-03-04 00:00:00+00:00,230
2022-03-18 00:00:00+00:00,231
2022-04-08 00:00:00+00:00,232
2022-04-18 00:00:00+00:00,234
2022-04-21 00:00:00+00:00,235
2022-04-29 00:00:00+00:00,236
2022-04-30 00:00:00+00:00,237
2022-05-06 00:00:00+00:00,238
2022-05-24 00:00:00+00:00,239
2022-05-31 00:00:00+00:00,240
2022-06-03 00:00:00+00:00,241
2022-06-15 00:00:00+00:00,242
2022-06-16 00:00:00+00:00,243
2022-06-22 00:00:00+00:00,244
2022-06-28 00:00:00+00:00,245
2022-07-03 00:00:00+00:00,247
2022-07-10 00:00:00+00:00,248
2022-07-21 00:00:00+00:00,249
2022-07-22 00:00:00+00:00,250
2022-09-04 00:00:00+00:00,251
2022-09-08 00:00:00+00:00,252
2022-09-09 00:00:00+00:00,253
2022-09-10 00:00:00+00:00,254
2022-09-12 00:00:00+00:00,255
2022-09-14 00:00:00+00:00,257
2022-09-15 00:00:00+00:00,258
2022-09-19 00:00:00+00:00,259
2022-09-27 00:00:00+00:00,260
2022-09-28 00:00:00+00:00,261
2022-10-02 00:00:00+00:00,262
2022-10-16 00:00:00+00:00,263
2022-10-20 00:00:00+00:00,264
2022-11-02 00:00:00+00:00,265
2022-11-04 00:00:00+00:00,267
2022-11-14 00:00:00+00:00,268
2022-11-17 00:00:00+00:00,269
2022-11-18 00:00:00+00:00,270
2022-11-23 00:00:00+00:00,271
2022-11-30 00:00:00+00:00,272
2022-12-05 00:00:00+00:00,273
2022-12-21 00:00:00+00:00,275
2023-01-10 00:00:00+00:00,276
2023-01-13 00:00:00+00:00,277
2023-01-20 00:00:00+00:00,278
2023-01-26 00:00:00+00:00,279
2023-01-31 00:00:00+00:00,280
2023-02-12 00:00:00+00:00,281
2023-02-14 00:00:00+00:00,282
2023-02-15 00:00:00+00:00,283
2023-02-19 00:00:00+00:00,284
2023-02-25 00:00:00+00:00,285
2023-03-01 00:00:00+00:00,286
2023-03-11 00:00:00+00:00,287
2023-03-17 00:00:00+00:00,288
2023-03-24 00:00:00+00:00,289
2023-03-27 00:00:00+00:00,290
2023-03-28 00:00:00+00:00,291
2023-04-01 00:00:00+00:00,293
2023-04-04 00:00:00+00:00,294
2023-04-05 00:00:00+00:00,296
2023-04-06 00:00:00+00:00,297
2023-04-17 00:00:00+00:00,298
2023-04-18 00:00:00+00:00,299
2023-04-27 00:00:00+00:00,300
2023-05-10 00:00:00+00:00,301
2023-05-11 00:00:00+00:00,302
2023-05-15 00:00:00+00:00,303
2023-05-17 00:00:00+00:00,304
2023-05-18 00:00:00+00:00,306
2023-05-25 00:00:00+00:00,307
2023-05-29 00:00:00+00:00,308
2023-06-08 00:00:00+00:00,309
2023-07-01 00:00:00+00:00,310
2023-07-06 00:00:00+00:00,312
2023-07-25 00:00:00+00:00,315
2023-07-27 00:00:00+00:00,316
2023-08-01 00:00:00+00:00,317
2023-08-06 00:00:00+00:00,318
2023-08-24 00:00:00+00:00,319
2023-08-29 00:00:00+00:00,320
2023-08-31 00:00:00+00:00,321
2023-09-04 00:00:00+00:00,322
2023-09-20 00:00:00+00:00,323
2023-10-06 00:00:00+00:00,324
2023-10-11 00:00:00+00:00,326
2023-10-16 00:00:00+00:00,327
2023-10-27 00:00:00+00:00,328
2023-11-03 00:00:00+00:00,329
2023-11-16 00:00:00+00:00,330
2023-11-17 00:00:00+00:00,331
2023-11-19 00:00:00+00:00,332
2023-11-20 00:00:00+00:00,333
2023-11-25 00:00:00+00:00,334
2023-11-28 00:00:00+00:00,335
2023-12-04 00:00:00+00:00,336
2023-12-06 00:00:00+00:00,337
2024-01-06 00:00:00+00:00,338
2024-01-14 00:00:00+00:00,339
2024-01-26 00:00:00+00:00,340
2024-02-10 00:00:00+00:00,341
2024-02-12 00:00:00+00:00,342
2024-03-09 00:00:00+00:00,343
2024-03-12 00:00:00+00:00,344
2024-03-14 00:00:00+00:00,346
2024-03-15 00:00:00+00:00,347
2024-03-16 00:00:00+00:00,348
2024-03-20 00:00:00+00:00,349
2024-03-24 00:00:00+00:00,350
2024-04-07 00:00:00+00:00,351
2024-04-18 00:00:00+00:00,352
2024-04-19 00:00:00+00:00,354
2024-04-25 00:00:00+00:00,355
2024-05-04 00:00:00+00:00,356
2024-05-13 00:00:00+00:00,357
2024-05-17 00:00:00+00:00,358
2024-05-23 00:00:00+00:00,359
2024-05-31 00:00:00+00:00,360
2024-06-04 00:00:00+00:00,361
2024-06-05 00:00:00+00:00,362
2024-06-06 00:00:00+00:00,363
2024-06-13 00:00:00+00:00,364
2024-06-17 00:00:00+00:00,365
2024-06-21 00:00:00+00:00,366
2024-06-30 00:00:00+00:00,367
2024-07-06 00:00:00+00:00,368
2024-07-11 00:00:00+00:00,369
2024-07-29 00:00:00+00:00,370
2024-08-13 00:00:00+00:00,372
2024-08-20 00:00:00+00:00,373
2024-09-18 00:00:00+00:00,374
2024-09-24 00:00:00+00:00,375
2024-10-04 00:00:00+00:00,376
2024-10-23 00:00:00+00:00,377
2024-11-04 00:00:00+00:00,378
2024-11-06 00:00:00+00:00,379
2024-11-07 00:00:00+00:00,380
2024-11-14 00:00:00+00:00,381
2024-11-22 00:00:00+00:00,382
2024-11-25 00:00:00+00:00,383
2024-12-03 00:00:00+00:00,384
2024-12-08 00:00:00+00:00,385
2024-12-14 00:00:00+00:00,386
2024-12-25 00:00:00+00:00,387
2025-01-01 00:00:00+00:00,388
2025-01-09 00:00:00+00:00,389
2025-01-15 00:00:00+00:00,390
2025-02-09 00:00:00+00:00,391
2025-03-03 00:00:00+00:00,392
2025-03-09 00:00:00+00:00,393
2025-04-15 00:00:00+00:00,394
2025-05-04 00:00:00+00:00,395
2025-05-16 00:00:00+00:00,396
2025-06-12 00:00:00+00:00,398
2025-06-19 00:00:00+00:00,399
2025-06-22 00:00:00+00:00,400
2025-06-28 00:00:00+00:00,401
2025-07-01 00:00:00+00:00,402
2025-07-17 00:00:00+00:00,404
2025-07-29 00:00:00+00:00,405
2025-08-04 00:00:00+00:00,406
2025-08-11 00:00:00+00:00,407
2025-08-29 00:00:00+00:00,408
2025-08-30 00:00:00+00:00,409
2025-09-04 00:00:00+00:00,411
